Temperature,Humidity,Heart_rate,Swim_angle,Label
31,309,85,273,Abnormal Heart-Rate
42,388,67,269,Abnormal Temperature
33,325,68,332,Abnormal Swim-Angle
40,307,65,207,Abnormal Temperature
33,313,72,253,Normal
31,493,70,265,Abnormal Humidity
41,355,72,273,Abnormal Temperature
35,335,65,236,Abnormal Temperature
33,327,69,234,Normal
28,310,66,228,Normal
32,303,74,220,Abnormal Heart-Rate
29,488,68,294,Abnormal Humidity
32,405,65,244,Abnormal Humidity
31,400,73,206,Abnormal Heart-Rate
30,302,75,277,Abnormal Heart-Rate
31,366,66,235,Normal
39,326,67,288,Abnormal Temperature
28,328,71,263,Normal
35,324,70,253,Abnormal Temperature
36,378,72,220,Abnormal Temperature
30,302,72,295,Normal
32,379,71,386,Abnormal Swim-Angle
29,301,69,311,Abnormal Swim-Angle
28,484,70,288,Abnormal Humidity
35,302,69,350,Abnormal Swim-Angle
30,479,69,201,Abnormal Humidity
28,495,65,277,Abnormal Humidity
31,396,80,249,Abnormal Heart-Rate
35,344,69,334,Abnormal Swim-Angle
42,337,68,274,Abnormal Temperature
33,384,84,288,Abnormal Heart-Rate
35,472,68,222,Abnormal Humidity
30,329,69,334,Abnormal Swim-Angle
33,300,69,310,Abnormal Swim-Angle
41,324,68,252,Abnormal Temperature
35,351,79,205,Abnormal Heart-Rate
40,378,67,299,Abnormal Temperature
35,321,72,275,Abnormal Temperature
29,367,71,395,Abnormal Swim-Angle
34,402,68,250,Abnormal Humidity
28,332,69,289,Normal
42,400,68,202,Abnormal Temperature
28,439,69,210,Abnormal Humidity
35,335,69,272,Normal
39,386,68,250,Abnormal Temperature
34,321,85,299,Abnormal Heart-Rate
33,351,73,274,Abnormal Heart-Rate
32,443,72,261,Abnormal Humidity
29,435,70,260,Abnormal Humidity
32,323,74,212,Abnormal Heart-Rate
29,310,69,305,Abnormal Swim-Angle
33,363,71,376,Abnormal Swim-Angle
29,369,80,290,Abnormal Heart-Rate
34,306,84,220,Abnormal Heart-Rate
28,394,76,265,Abnormal Heart-Rate
31,312,67,233,Normal
41,370,67,239,Abnormal Temperature
31,429,67,291,Abnormal Humidity
33,320,76,252,Abnormal Heart-Rate
33,336,84,221,Abnormal Heart-Rate
28,340,84,284,Abnormal Heart-Rate
31,397,66,231,Normal
34,378,70,363,Abnormal Swim-Angle
29,369,84,207,Abnormal Heart-Rate
32,348,80,297,Abnormal Heart-Rate
30,366,77,277,Abnormal Heart-Rate
33,359,70,352,Abnormal Swim-Angle
28,470,65,234,Abnormal Humidity
30,361,70,373,Abnormal Swim-Angle
34,351,70,280,Normal
31,304,72,206,Normal
36,351,66,295,Abnormal Temperature
33,411,70,226,Abnormal Humidity
35,308,75,233,Abnormal Heart-Rate
39,363,69,227,Abnormal Temperature
34,339,82,250,Abnormal Heart-Rate
40,341,65,287,Abnormal Temperature
34,381,68,325,Abnormal Swim-Angle
37,310,70,205,Abnormal Temperature
32,345,72,367,Abnormal Swim-Angle
31,402,72,264,Abnormal Humidity
28,446,71,204,Abnormal Humidity
28,345,79,280,Abnormal Heart-Rate
30,487,68,231,Abnormal Humidity
30,371,73,267,Abnormal Heart-Rate
42,342,66,285,Abnormal Temperature
30,392,85,230,Abnormal Heart-Rate
35,331,71,390,Abnormal Swim-Angle
35,402,72,297,Abnormal Humidity
28,339,79,235,Abnormal Heart-Rate
29,314,82,205,Abnormal Heart-Rate
29,382,74,228,Abnormal Heart-Rate
28,387,68,319,Abnormal Swim-Angle
30,350,69,338,Abnormal Swim-Angle
30,349,81,282,Abnormal Heart-Rate
40,326,68,265,Abnormal Temperature
40,333,71,279,Abnormal Temperature
40,391,65,213,Abnormal Temperature
32,334,81,235,Abnormal Heart-Rate
35,350,70,372,Abnormal Swim-Angle
30,306,72,384,Abnormal Swim-Angle
36,394,71,256,Abnormal Temperature
31,438,71,210,Abnormal Humidity
28,368,74,240,Abnormal Heart-Rate
32,396,72,393,Abnormal Swim-Angle
33,304,76,236,Abnormal Heart-Rate
31,314,74,296,Abnormal Heart-Rate
30,400,80,273,Abnormal Heart-Rate
35,350,70,201,Abnormal Temperature
28,374,67,218,Normal
31,416,66,250,Abnormal Humidity
30,340,78,291,Abnormal Heart-Rate
36,399,70,294,Abnormal Temperature
35,380,67,262,Abnormal Temperature
33,348,76,279,Abnormal Heart-Rate
28,308,68,228,Normal
33,393,72,212,Normal
33,472,65,264,Abnormal Humidity
33,462,71,203,Abnormal Humidity
35,329,72,212,Normal
32,494,72,212,Abnormal Humidity
35,391,84,277,Abnormal Heart-Rate
35,303,66,270,Abnormal Temperature
31,374,77,280,Abnormal Heart-Rate
34,428,71,240,Abnormal Humidity
33,484,66,234,Abnormal Humidity
31,383,69,379,Abnormal Swim-Angle
42,398,72,242,Abnormal Temperature
28,360,85,270,Abnormal Heart-Rate
29,367,70,282,Normal
34,440,66,204,Abnormal Humidity
28,500,65,275,Abnormal Humidity
29,338,71,300,Abnormal Swim-Angle
33,336,70,286,Normal
35,341,73,257,Abnormal Heart-Rate
32,399,83,234,Abnormal Heart-Rate
42,339,70,269,Abnormal Temperature
34,331,71,369,Abnormal Swim-Angle
32,356,65,290,Normal
31,367,71,246,Normal
34,484,67,279,Abnormal Humidity
32,390,77,248,Abnormal Heart-Rate
34,312,82,240,Abnormal Heart-Rate
28,346,70,331,Abnormal Swim-Angle
40,341,71,207,Abnormal Temperature
32,349,69,320,Abnormal Swim-Angle
35,355,68,261,Abnormal Temperature
28,329,82,289,Abnormal Heart-Rate
32,374,76,229,Abnormal Heart-Rate
35,389,70,369,Abnormal Swim-Angle
28,312,81,223,Abnormal Heart-Rate
30,378,83,268,Abnormal Heart-Rate
30,357,76,205,Abnormal Heart-Rate
37,330,72,271,Abnormal Temperature
37,329,70,228,Abnormal Temperature
29,358,72,339,Abnormal Swim-Angle
35,356,70,313,Abnormal Swim-Angle
35,361,67,210,Abnormal Temperature
35,309,70,354,Abnormal Swim-Angle
34,465,70,204,Abnormal Humidity
33,303,71,345,Abnormal Swim-Angle
33,339,70,228,Normal
28,398,79,256,Abnormal Heart-Rate
35,381,71,295,Abnormal Temperature
34,344,68,292,Normal
39,367,71,279,Abnormal Temperature
28,311,66,251,Normal
29,300,84,300,Abnormal Heart-Rate
33,436,66,272,Abnormal Humidity
31,355,68,295,Normal
32,341,66,231,Normal
35,354,65,229,Normal
35,316,81,220,Abnormal Heart-Rate
29,382,68,255,Normal
32,480,68,273,Abnormal Humidity
28,363,76,298,Abnormal Heart-Rate
30,302,68,302,Abnormal Swim-Angle
34,380,67,251,Normal
31,328,65,268,Normal
33,393,80,298,Abnormal Heart-Rate
35,335,72,377,Abnormal Swim-Angle
33,343,79,247,Abnormal Heart-Rate
33,324,68,203,Normal
32,353,72,355,Abnormal Swim-Angle
35,353,71,379,Abnormal Swim-Angle
30,446,69,252,Abnormal Humidity
28,395,82,265,Abnormal Heart-Rate
31,440,69,206,Abnormal Humidity
38,376,66,226,Abnormal Temperature
37,336,67,237,Abnormal Temperature
35,392,73,249,Abnormal Heart-Rate
34,351,83,268,Abnormal Heart-Rate
33,336,74,253,Abnormal Heart-Rate
28,388,65,213,Normal
33,302,72,313,Abnormal Swim-Angle
30,395,77,267,Abnormal Heart-Rate
32,351,66,250,Normal
28,373,70,347,Abnormal Swim-Angle
29,415,68,279,Abnormal Humidity
28,350,84,207,Abnormal Heart-Rate
41,347,71,247,Abnormal Temperature
35,394,69,319,Abnormal Swim-Angle
32,377,76,229,Abnormal Heart-Rate
34,400,72,271,Normal
29,366,65,240,Normal
39,322,65,279,Abnormal Temperature
37,394,69,215,Abnormal Temperature
35,411,68,282,Abnormal Humidity
28,477,69,260,Abnormal Humidity
35,342,68,324,Abnormal Swim-Angle
34,355,76,216,Abnormal Heart-Rate
35,345,68,342,Abnormal Swim-Angle
33,383,68,307,Abnormal Swim-Angle
32,382,69,320,Abnormal Swim-Angle
30,470,70,285,Abnormal Humidity
29,500,70,268,Abnormal Humidity
29,394,71,264,Normal
29,354,71,308,Abnormal Swim-Angle
42,377,67,268,Abnormal Temperature
31,419,65,218,Abnormal Humidity
32,456,66,291,Abnormal Humidity
31,348,79,280,Abnormal Heart-Rate
41,361,72,211,Abnormal Temperature
31,468,65,241,Abnormal Humidity
39,312,68,250,Abnormal Temperature
34,482,66,241,Abnormal Humidity
29,402,69,287,Abnormal Humidity
31,363,73,210,Abnormal Heart-Rate
42,303,72,263,Abnormal Temperature
33,337,69,217,Normal
31,497,66,274,Abnormal Humidity
28,411,69,246,Abnormal Humidity
28,368,65,207,Normal
38,392,68,254,Abnormal Temperature
31,332,85,293,Abnormal Heart-Rate
33,382,70,220,Normal
30,369,79,273,Abnormal Heart-Rate
28,342,70,275,Normal
35,395,72,315,Abnormal Swim-Angle
36,311,65,264,Abnormal Temperature
30,490,66,265,Abnormal Humidity
31,300,66,215,Normal
37,352,70,292,Abnormal Temperature
29,451,69,262,Abnormal Humidity
39,310,71,213,Abnormal Temperature
36,335,67,223,Abnormal Temperature
28,430,67,269,Abnormal Humidity
32,352,72,381,Abnormal Swim-Angle
30,300,76,261,Abnormal Heart-Rate
28,324,70,209,Normal
34,365,69,213,Normal
34,316,67,217,Normal
32,315,72,314,Abnormal Swim-Angle
30,466,71,226,Abnormal Humidity
32,330,70,220,Normal
35,338,71,226,Normal
36,383,68,231,Abnormal Temperature
40,387,66,250,Abnormal Temperature
35,319,66,261,Abnormal Temperature
29,310,71,320,Abnormal Swim-Angle
29,312,70,233,Normal
31,300,67,244,Normal
32,434,68,281,Abnormal Humidity
33,377,83,292,Abnormal Heart-Rate
33,353,75,278,Abnormal Heart-Rate
34,349,67,266,Normal
30,357,80,226,Abnormal Heart-Rate
29,473,68,245,Abnormal Humidity
33,468,65,223,Abnormal Humidity
28,333,72,308,Abnormal Swim-Angle
32,439,71,274,Abnormal Humidity
35,351,65,274,Normal
30,315,74,223,Abnormal Heart-Rate
35,311,68,256,Abnormal Temperature
33,348,83,286,Abnormal Heart-Rate
34,338,80,274,Abnormal Heart-Rate
29,348,71,296,Normal
41,331,72,251,Abnormal Temperature
28,446,67,270,Abnormal Humidity
38,372,69,279,Abnormal Temperature
32,495,71,262,Abnormal Humidity
30,319,80,259,Abnormal Heart-Rate
33,367,71,334,Abnormal Swim-Angle
31,357,66,298,Normal
29,344,65,267,Normal
34,342,68,363,Abnormal Swim-Angle
32,337,72,280,Normal
35,351,75,250,Abnormal Heart-Rate
33,307,69,356,Abnormal Swim-Angle
35,344,68,237,Normal
40,337,67,240,Abnormal Temperature
32,473,72,210,Abnormal Humidity
33,311,72,374,Abnormal Swim-Angle
29,301,80,205,Abnormal Heart-Rate
37,318,67,249,Abnormal Temperature
30,458,68,293,Abnormal Humidity
35,357,70,327,Abnormal Swim-Angle
29,359,83,274,Abnormal Heart-Rate
31,349,67,206,Normal
28,391,70,334,Abnormal Swim-Angle
28,323,65,215,Normal
35,354,70,312,Abnormal Swim-Angle
41,301,72,273,Abnormal Temperature
34,487,65,274,Abnormal Humidity
29,339,70,219,Normal
32,327,69,380,Abnormal Swim-Angle
32,473,67,243,Abnormal Humidity
33,329,66,248,Normal
32,452,71,226,Abnormal Humidity
41,361,71,247,Abnormal Temperature
36,381,65,230,Abnormal Temperature
28,396,71,346,Abnormal Swim-Angle
37,324,67,235,Abnormal Temperature
33,461,66,277,Abnormal Humidity
36,314,69,234,Abnormal Temperature
33,315,76,295,Abnormal Heart-Rate
34,358,73,270,Abnormal Heart-Rate
34,329,71,262,Normal
28,366,70,392,Abnormal Swim-Angle
37,330,71,295,Abnormal Temperature
35,467,66,263,Abnormal Humidity
29,307,68,275,Normal
31,493,69,233,Abnormal Humidity
30,383,69,219,Normal
34,326,80,272,Abnormal Heart-Rate
28,349,76,235,Abnormal Heart-Rate
36,300,67,287,Abnormal Temperature
32,443,70,218,Abnormal Humidity
42,384,69,281,Abnormal Temperature
40,314,66,262,Abnormal Temperature
37,358,68,241,Abnormal Temperature
31,368,72,206,Normal
33,338,80,239,Abnormal Heart-Rate
35,305,68,278,Normal
33,431,72,205,Abnormal Humidity
37,396,67,286,Abnormal Temperature
35,415,72,279,Abnormal Humidity
34,363,71,292,Normal
28,305,75,201,Abnormal Heart-Rate
28,411,70,246,Abnormal Humidity
35,471,70,266,Abnormal Humidity
29,375,72,208,Normal
29,435,69,212,Abnormal Humidity
35,474,66,221,Abnormal Humidity
42,302,71,231,Abnormal Temperature
38,376,66,219,Abnormal Temperature
30,304,69,362,Abnormal Swim-Angle
30,456,65,282,Abnormal Humidity
29,320,70,312,Abnormal Swim-Angle
40,300,71,224,Abnormal Temperature
34,342,69,361,Abnormal Swim-Angle
31,344,72,378,Abnormal Swim-Angle
42,339,65,202,Abnormal Temperature
28,397,67,245,Normal
42,305,66,272,Abnormal Temperature
28,342,68,201,Normal
32,327,67,263,Normal
32,377,69,243,Normal
31,397,82,253,Abnormal Heart-Rate
39,323,65,263,Abnormal Temperature
32,358,72,210,Normal
31,313,71,372,Abnormal Swim-Angle
35,494,70,215,Abnormal Humidity
41,399,68,219,Abnormal Temperature
35,381,70,354,Abnormal Swim-Angle
30,308,68,320,Abnormal Swim-Angle
32,325,68,213,Normal
29,482,68,226,Abnormal Humidity
31,337,72,217,Normal
30,379,67,295,Normal
34,310,67,217,Normal
28,386,70,247,Normal
29,302,65,286,Normal
28,458,68,243,Abnormal Humidity
39,328,68,211,Abnormal Temperature
39,364,66,257,Abnormal Temperature
29,464,70,277,Abnormal Humidity
31,384,81,260,Abnormal Heart-Rate
34,301,68,307,Abnormal Swim-Angle
28,346,76,230,Abnormal Heart-Rate
29,372,70,259,Normal
30,313,71,355,Abnormal Swim-Angle
32,430,70,223,Abnormal Humidity
32,406,70,232,Abnormal Humidity
33,326,68,388,Abnormal Swim-Angle
28,393,73,201,Abnormal Heart-Rate
35,338,68,267,Normal
32,362,84,291,Abnormal Heart-Rate
32,393,78,219,Abnormal Heart-Rate
34,356,65,243,Normal
39,351,72,278,Abnormal Temperature
40,323,71,261,Abnormal Temperature
30,320,72,377,Abnormal Swim-Angle
41,339,66,211,Abnormal Temperature
30,327,81,273,Abnormal Heart-Rate
31,404,68,203,Abnormal Humidity
32,405,72,275,Abnormal Humidity
30,463,68,242,Abnormal Humidity
32,457,72,213,Abnormal Humidity
28,395,69,378,Abnormal Swim-Angle
30,313,70,214,Normal
30,498,66,243,Abnormal Humidity
33,366,70,229,Normal
34,361,68,254,Normal
42,338,70,297,Abnormal Temperature
32,300,72,214,Normal
41,358,70,272,Abnormal Temperature
29,396,73,242,Abnormal Heart-Rate
33,426,67,264,Abnormal Humidity
32,321,71,317,Abnormal Swim-Angle
32,346,80,232,Abnormal Heart-Rate
32,354,85,249,Abnormal Heart-Rate
28,328,79,210,Abnormal Heart-Rate
35,320,71,210,Normal
42,338,66,256,Abnormal Temperature
29,367,69,287,Normal
41,332,67,233,Abnormal Temperature
29,400,70,370,Abnormal Swim-Angle
30,342,68,396,Abnormal Swim-Angle
34,360,69,360,Abnormal Swim-Angle
30,359,70,260,Normal
33,405,67,282,Abnormal Humidity
42,351,67,228,Abnormal Temperature
34,391,67,277,Normal
39,315,66,282,Abnormal Temperature
29,377,80,256,Abnormal Heart-Rate
39,339,67,263,Abnormal Temperature
35,397,72,316,Abnormal Swim-Angle
35,421,72,244,Abnormal Humidity
32,315,74,217,Abnormal Heart-Rate
35,464,67,295,Abnormal Humidity
32,351,82,207,Abnormal Heart-Rate
32,429,65,293,Abnormal Humidity
28,328,71,376,Abnormal Swim-Angle
28,381,68,294,Normal
31,376,69,257,Normal
35,404,69,249,Abnormal Humidity
30,388,68,208,Normal
28,380,77,240,Abnormal Heart-Rate
39,387,71,224,Abnormal Temperature
33,316,66,259,Normal
33,448,66,217,Abnormal Humidity
35,461,67,277,Abnormal Humidity
28,315,77,230,Abnormal Heart-Rate
37,302,66,264,Abnormal Temperature
32,329,84,240,Abnormal Heart-Rate
38,363,65,216,Abnormal Temperature
32,433,67,288,Abnormal Humidity
35,382,85,235,Abnormal Heart-Rate
32,334,66,288,Normal
30,426,66,262,Abnormal Humidity
32,367,71,375,Abnormal Swim-Angle
28,440,67,248,Abnormal Humidity
28,382,72,204,Normal
30,356,72,348,Abnormal Swim-Angle
33,475,65,298,Abnormal Humidity
35,344,72,281,Abnormal Temperature
32,380,71,320,Abnormal Swim-Angle
35,364,80,253,Abnormal Heart-Rate
35,382,73,239,Abnormal Heart-Rate
35,356,66,202,Normal
32,432,66,287,Abnormal Humidity
31,374,77,236,Abnormal Heart-Rate
35,399,66,294,Abnormal Temperature
29,439,72,269,Abnormal Humidity
33,374,71,262,Normal
34,308,67,253,Normal
33,456,65,287,Abnormal Humidity
29,345,76,229,Abnormal Heart-Rate
29,308,84,288,Abnormal Heart-Rate
34,376,75,280,Abnormal Heart-Rate
28,362,72,222,Normal
33,324,77,242,Abnormal Heart-Rate
41,305,68,229,Abnormal Temperature
28,392,67,216,Normal
30,344,70,323,Abnormal Swim-Angle
28,396,83,272,Abnormal Heart-Rate
29,387,68,316,Abnormal Swim-Angle
35,371,66,205,Abnormal Temperature
30,320,84,200,Abnormal Heart-Rate
33,463,65,224,Abnormal Humidity
37,335,66,288,Abnormal Temperature
35,301,66,284,Normal
39,316,71,293,Abnormal Temperature
34,368,70,223,Normal
33,318,85,247,Abnormal Heart-Rate
29,399,78,255,Abnormal Heart-Rate
32,321,65,216,Normal
29,449,69,224,Abnormal Humidity
29,324,76,245,Abnormal Heart-Rate
35,399,69,223,Normal
32,347,75,212,Abnormal Heart-Rate
42,400,71,200,Abnormal Temperature
35,386,79,220,Abnormal Heart-Rate
29,404,69,279,Abnormal Humidity
28,417,69,266,Abnormal Humidity
35,303,71,323,Abnormal Swim-Angle
31,396,68,214,Normal
32,481,70,280,Abnormal Humidity
33,417,69,235,Abnormal Humidity
31,400,80,233,Abnormal Heart-Rate
29,312,69,324,Abnormal Swim-Angle
32,309,83,249,Abnormal Heart-Rate
32,478,71,260,Abnormal Humidity
33,320,72,202,Normal
29,389,72,362,Abnormal Swim-Angle
35,388,82,287,Abnormal Heart-Rate
35,360,71,321,Abnormal Swim-Angle
32,323,71,237,Normal
30,326,80,218,Abnormal Heart-Rate
35,303,68,209,Abnormal Temperature
31,329,65,237,Normal
31,458,66,229,Abnormal Humidity
37,392,69,207,Abnormal Temperature
29,360,82,200,Abnormal Heart-Rate
32,381,77,207,Abnormal Heart-Rate
34,455,71,259,Abnormal Humidity
32,400,67,251,Normal
40,310,68,229,Abnormal Temperature
35,372,71,203,Abnormal Temperature
37,362,68,227,Abnormal Temperature
29,317,68,277,Normal
28,312,71,346,Abnormal Swim-Angle
34,399,79,202,Abnormal Heart-Rate
33,365,75,256,Abnormal Heart-Rate
35,450,66,202,Abnormal Humidity
37,323,67,250,Abnormal Temperature
28,442,71,278,Abnormal Humidity
32,414,66,221,Abnormal Humidity
40,347,65,258,Abnormal Temperature
31,338,68,384,Abnormal Swim-Angle
28,352,67,210,Normal
33,486,71,253,Abnormal Humidity
29,387,81,271,Abnormal Heart-Rate
33,481,68,235,Abnormal Humidity
40,373,65,240,Abnormal Temperature
28,460,70,272,Abnormal Humidity
28,417,65,288,Abnormal Humidity
33,356,72,339,Abnormal Swim-Angle
35,304,71,226,Normal
34,348,73,264,Abnormal Heart-Rate
40,360,71,258,Abnormal Temperature
32,384,77,239,Abnormal Heart-Rate
32,345,78,228,Abnormal Heart-Rate
33,385,77,266,Abnormal Heart-Rate
32,329,79,280,Abnormal Heart-Rate
31,322,72,323,Abnormal Swim-Angle
28,356,65,250,Normal
38,364,68,299,Abnormal Temperature
28,307,79,260,Abnormal Heart-Rate
39,371,66,289,Abnormal Temperature
28,376,69,307,Abnormal Swim-Angle
35,400,68,217,Abnormal Temperature
30,360,70,382,Abnormal Swim-Angle
36,384,68,215,Abnormal Temperature
32,469,70,239,Abnormal Humidity
28,338,72,347,Abnormal Swim-Angle
28,385,71,323,Abnormal Swim-Angle
42,382,68,249,Abnormal Temperature
37,338,68,267,Abnormal Temperature
34,314,75,235,Abnormal Heart-Rate
40,351,70,207,Abnormal Temperature
31,379,65,276,Normal
29,400,69,375,Abnormal Swim-Angle
28,485,72,268,Abnormal Humidity
28,363,72,376,Abnormal Swim-Angle
29,368,69,345,Abnormal Swim-Angle
35,334,72,300,Normal
34,456,71,209,Abnormal Humidity
30,462,65,242,Abnormal Humidity
31,334,77,209,Abnormal Heart-Rate
35,429,66,273,Abnormal Humidity
32,458,70,250,Abnormal Humidity
31,303,72,304,Abnormal Swim-Angle
31,396,70,327,Abnormal Swim-Angle
31,481,72,219,Abnormal Humidity
35,305,65,263,Abnormal Temperature
30,490,65,265,Abnormal Humidity
31,470,68,229,Abnormal Humidity
35,400,72,298,Normal
38,347,66,265,Abnormal Temperature
31,378,69,249,Normal
32,372,75,262,Abnormal Heart-Rate
37,309,66,201,Abnormal Temperature
31,446,65,219,Abnormal Humidity
34,353,72,240,Normal
34,326,80,236,Abnormal Heart-Rate
32,408,71,296,Abnormal Humidity
35,310,71,262,Abnormal Temperature
35,382,69,204,Abnormal Temperature
30,362,68,376,Abnormal Swim-Angle
35,443,70,251,Abnormal Humidity
38,319,67,281,Abnormal Temperature
29,481,69,240,Abnormal Humidity
35,489,72,247,Abnormal Humidity
35,303,65,283,Abnormal Temperature
37,384,68,254,Abnormal Temperature
30,351,69,277,Normal
30,347,84,283,Abnormal Heart-Rate
33,386,71,340,Abnormal Swim-Angle
35,388,68,265,Abnormal Temperature
32,395,74,207,Abnormal Heart-Rate
31,345,72,378,Abnormal Swim-Angle
33,418,70,295,Abnormal Humidity
35,318,70,210,Abnormal Temperature
29,375,71,355,Abnormal Swim-Angle
35,330,73,251,Abnormal Heart-Rate
29,385,72,356,Abnormal Swim-Angle
40,399,67,207,Abnormal Temperature
34,337,68,388,Abnormal Swim-Angle
37,395,65,239,Abnormal Temperature
35,482,69,245,Abnormal Humidity
33,359,77,200,Abnormal Heart-Rate
28,448,67,268,Abnormal Humidity
33,359,77,203,Abnormal Heart-Rate
35,441,66,273,Abnormal Humidity
30,302,72,324,Abnormal Swim-Angle
39,373,65,220,Abnormal Temperature
35,391,68,286,Normal
34,409,67,238,Abnormal Humidity
31,486,68,268,Abnormal Humidity
29,366,74,234,Abnormal Heart-Rate
32,394,69,319,Abnormal Swim-Angle
42,386,72,231,Abnormal Temperature
35,379,72,333,Abnormal Swim-Angle
33,430,66,258,Abnormal Humidity
33,324,78,203,Abnormal Heart-Rate
39,304,66,285,Abnormal Temperature
33,301,65,209,Normal
31,498,71,296,Abnormal Humidity
35,348,72,281,Normal
31,375,78,213,Abnormal Heart-Rate
34,352,82,276,Abnormal Heart-Rate
33,429,65,265,Abnormal Humidity
35,329,69,222,Normal
33,363,71,262,Normal
37,362,69,225,Abnormal Temperature
34,475,72,248,Abnormal Humidity
29,337,81,231,Abnormal Heart-Rate
34,359,71,300,Normal
34,378,71,240,Normal
38,307,72,283,Abnormal Temperature
42,369,70,285,Abnormal Temperature
36,383,69,293,Abnormal Temperature
32,348,72,384,Abnormal Swim-Angle
32,303,71,306,Abnormal Swim-Angle
31,359,73,206,Abnormal Heart-Rate
29,331,72,385,Abnormal Swim-Angle
31,304,71,384,Abnormal Swim-Angle
29,384,70,348,Abnormal Swim-Angle
34,318,69,310,Abnormal Swim-Angle
32,369,85,207,Abnormal Heart-Rate
28,434,65,270,Abnormal Humidity
31,386,69,381,Abnormal Swim-Angle
28,417,66,200,Abnormal Humidity
33,301,68,358,Abnormal Swim-Angle
35,468,69,278,Abnormal Humidity
40,351,71,271,Abnormal Temperature
34,460,68,287,Abnormal Humidity
37,367,65,204,Abnormal Temperature
40,366,66,272,Abnormal Temperature
34,301,83,298,Abnormal Heart-Rate
28,374,66,290,Normal
32,300,70,256,Normal
34,361,69,339,Abnormal Swim-Angle
35,310,66,279,Abnormal Temperature
34,327,79,217,Abnormal Heart-Rate
34,356,71,342,Abnormal Swim-Angle
38,322,71,209,Abnormal Temperature
32,382,68,303,Abnormal Swim-Angle
31,319,68,400,Abnormal Swim-Angle
30,350,68,226,Normal
30,348,78,290,Abnormal Heart-Rate
30,359,69,334,Abnormal Swim-Angle
33,339,72,226,Normal
35,325,70,221,Abnormal Temperature
29,334,73,297,Abnormal Heart-Rate
31,351,72,334,Abnormal Swim-Angle
34,379,65,260,Normal
32,342,68,291,Normal
34,393,71,383,Abnormal Swim-Angle
40,319,69,298,Abnormal Temperature
34,335,84,295,Abnormal Heart-Rate
36,399,72,272,Abnormal Temperature
28,327,72,270,Normal
34,324,71,329,Abnormal Swim-Angle
30,367,81,281,Abnormal Heart-Rate
34,400,69,306,Abnormal Swim-Angle
33,367,74,263,Abnormal Heart-Rate
32,370,77,281,Abnormal Heart-Rate
31,344,84,241,Abnormal Heart-Rate
33,499,67,221,Abnormal Humidity
30,352,74,293,Abnormal Heart-Rate
35,375,66,211,Normal
38,395,65,296,Abnormal Temperature
28,332,76,207,Abnormal Heart-Rate
30,388,74,247,Abnormal Heart-Rate
35,379,72,232,Normal
28,372,71,378,Abnormal Swim-Angle
35,354,70,273,Abnormal Temperature
30,337,69,379,Abnormal Swim-Angle
35,482,68,280,Abnormal Humidity
38,332,66,218,Abnormal Temperature
39,395,69,268,Abnormal Temperature
30,322,66,289,Normal
32,352,71,348,Abnormal Swim-Angle
41,311,65,291,Abnormal Temperature
30,315,71,324,Abnormal Swim-Angle
31,328,70,329,Abnormal Swim-Angle
34,491,67,268,Abnormal Humidity
28,357,69,349,Abnormal Swim-Angle
30,375,72,332,Abnormal Swim-Angle
35,415,67,275,Abnormal Humidity
36,374,66,215,Abnormal Temperature
40,305,72,219,Abnormal Temperature
30,376,78,217,Abnormal Heart-Rate
41,383,72,208,Abnormal Temperature
31,461,66,222,Abnormal Humidity
30,331,65,247,Normal
30,355,79,290,Abnormal Heart-Rate
35,329,72,392,Abnormal Swim-Angle
34,417,65,282,Abnormal Humidity
33,500,65,248,Abnormal Humidity
35,311,70,370,Abnormal Swim-Angle
34,342,70,213,Normal
35,348,66,269,Normal
31,348,68,356,Abnormal Swim-Angle
31,393,68,207,Normal
33,320,66,228,Normal
35,373,67,201,Normal
31,426,68,270,Abnormal Humidity
31,484,72,281,Abnormal Humidity
37,304,72,282,Abnormal Temperature
35,393,80,239,Abnormal Heart-Rate
42,373,71,258,Abnormal Temperature
31,389,85,255,Abnormal Heart-Rate
29,429,68,215,Abnormal Humidity
33,464,68,267,Abnormal Humidity
35,311,72,343,Abnormal Swim-Angle
35,400,83,200,Abnormal Heart-Rate
31,465,66,244,Abnormal Humidity
32,301,69,202,Normal
30,384,80,258,Abnormal Heart-Rate
35,368,68,333,Abnormal Swim-Angle
31,463,70,211,Abnormal Humidity
34,497,72,255,Abnormal Humidity
36,354,67,205,Abnormal Temperature
29,384,73,228,Abnormal Heart-Rate
28,464,65,240,Abnormal Humidity
28,381,68,337,Abnormal Swim-Angle
34,398,71,298,Normal
34,399,69,210,Normal
37,394,72,263,Abnormal Temperature
33,373,70,229,Normal
29,407,68,241,Abnormal Humidity
29,371,71,262,Normal
34,366,78,255,Abnormal Heart-Rate
29,329,69,320,Abnormal Swim-Angle
32,349,79,250,Abnormal Heart-Rate
35,406,66,212,Abnormal Humidity
29,366,71,282,Normal
33,350,73,232,Abnormal Heart-Rate
34,373,78,223,Abnormal Heart-Rate
34,314,80,265,Abnormal Heart-Rate
35,353,71,289,Normal
31,315,71,383,Abnormal Swim-Angle
35,389,72,375,Abnormal Swim-Angle
32,333,66,249,Normal
31,439,68,279,Abnormal Humidity
29,500,71,251,Abnormal Humidity
39,318,69,255,Abnormal Temperature
29,489,72,206,Abnormal Humidity
29,402,71,284,Abnormal Humidity
